fips,PST045212,PST040210,PST120212,POP010210,LND110210,POP060210
22011,36281,35654,1.8,35654,1157.34,30.8
22013,14076,14353,-1.9,14353,811.27,17.7
22015,122197,116979,4.5,116979,840.06,139.3
22017,257093,254969,0.8,254969,878.54,290.2
22019,194493,192768,0.9,192768,1063.66,181.2
22021,10004,10132,-1.3,10132,529.43,19.1
22023,6702,6839,-2,6839,1284.89,5.3
22025,10292,10407,-1.1,10407,708.03,14.7
22027,16828,17195,-2.1,17195,754.88,22.8
22029,20365,20822,-2.2,20822,696.92,29.9
22031,26963,26656,1.2,26656,875.58,30.4
22033,444526,440178,1,440171,455.37,966.6
22035,7526,7759,-3,7759,420.7,18.4
22037,20008,20263,-1.3,20267,453.41,44.7
22039,33710,33984,-0.8,33984,662.38,51.3
22041,20561,20767,-1,20767,624.59,33.2
22043,22068,22309,-1.1,22309,643.03,34.7
22045,73999,73240,1,73240,574.11,127.6
22047,33228,33387,-0.5,33387,618.63,54
22049,16216,16274,-0.4,16274,569.18,28.6
22051,433676,432552,0.3,432552,295.63,1463.1
22053,31432,31594,-0.5,31594,651.33,48.5
22055,227055,221578,2.5,221578,268.72,824.6
22057,97029,96588,0.5,96318,1068.21,90.2
22059,14927,14890,0.2,14890,624.68,23.8
22061,46953,46735,0.5,46735,471.74,99.1
22063,131942,128040,3,128026,648.17,197.5
22065,12154,12093,0.5,12093,624.44,19.4
22067,27559,27979,-1.5,27979,794.93,35.2
22069,39436,39566,-0.3,39566,1252.25,31.6
22071,369250,343829,7.4,343829,169.42,2029.4
22073,155363,153720,1.1,153720,610.41,251.8
22075,23921,23042,3.8,23042,779.91,29.5
22077,22726,22802,-0.3,22802,557.35,40.9
22079,132373,131613,0.6,131613,1317.96,99.9
22081,8983,9091,-1.2,9091,389.09,23.4
22083,20921,20725,0.9,20725,559.04,37.1
22085,24325,24233,0.4,24233,866.66,28
22087,41635,35897,16,35897,377.52,95.1
22089,52681,52880,-0.4,52780,279.08,189.1
22091,11071,11203,-1.2,11203,408.4,27.4
22093,21722,22102,-1.7,22102,241.54,91.5
22095,44758,45824,-2.3,45924,213.07,215.5
22097,83662,83384,0.3,83384,923.88,90.3
22099,52726,52160,1.1,52160,737.65,70.7
22101,53697,54650,-1.7,54650,555.38,98.4
22103,239453,233737,2.4,233740,845.55,276.4
22105,123441,121101,1.9,121097,791.28,153
22107,4954,5252,-5.7,5252,602.78,8.7
22109,111893,111590,0.3,111860,1231.82,90.8
22111,22419,22721,-1.3,22721,876.99,25.9
22113,58723,57999,1.2,57999,1173.2,49.4
22115,53869,52334,2.9,52334,1327.91,39.4
22117,46670,47171,-1.1,47168,669.53,70.4
22119,40940,41207,-0.6,41207,593.03,69.5
22121,24106,23788,1.3,23788,192.39,123.6
22123,11512,11604,-0.8,11604,359.65,32.3
22125,15405,15625,-1.4,15625,403.21,38.8
22127,15000,15313,-2,15313,950.09,16.1
23000,1329192,1328361,0.1,1328361,30842.92,43.1
23001,107609,107702,-0.1,107702,467.93,230.2
23003,70868,71870,-1.4,71870,6671.33,10.8
23005,283921,281676,0.8,281674,835.24,337.2
23007,30630,30768,-0.4,30768,1696.61,18.1
23009,54558,54420,0.3,54418,1586.89,34.3
23011,121853,122151,-0.2,122151,867.52,140.8
23013,39668,39736,-0.2,39736,365.13,108.8
23015,34180,34457,-0.8,34457,455.82,75.6
23017,57481,57831,-0.6,57833,2076.84,27.8
23019,153746,153921,-0.1,153923,3397.36,45.3
23021,17290,17535,-1.4,17535,3960.86,4.4
23023,35191,35293,-0.3,35293,253.7,139.1
23025,51910,52228,-0.6,52228,3924.4,13.3
23027,38820,38786,0.1,38786,729.92,53.1
23029,32462,32856,-1.2,32856,2562.66,12.8
23031,199005,197131,1,197131,990.71,199
24000,5884563,5773552,1.9,5773552,9707.24,594.8
24001,74012,75087,-1.4,75087,424.16,177
24003,550488,537656,2.4,537656,414.9,1295.9
24005,817455,805029,1.5,805029,598.3,1345.5
24009,89628,88737,1,88737,213.15,416.3
24011,32718,33066,-1.1,33066,319.42,103.5
24013,167217,167134,0,167134,447.6,373.4
24015,101696,101108,0.6,101108,346.27,292
24017,150592,146551,2.8,146551,457.75,320.2
24019,32551,32618,-0.2,32618,540.77,60.3
24021,239582,233385,2.7,233385,660.22,353.5
24023,29854,30097,-0.8,30097,647.1,46.5
24025,248622,244826,1.6,244826,437.09,560.1
24027,299430,287085,4.3,287085,250.74,1144.9
24029,20191,20197,0,20197,277.03,72.9
24031,1004709,971777,3.4,971777,491.25,1978.2
24033,881138,863420,2.1,863420,482.69,1788.8
24035,48595,47798,1.7,47798,371.91,128.5
24037,108987,105151,3.6,105151,357.18,294.4
24039,26253,26470,-0.8,26470,319.72,82.8
24041,38098,37782,0.8,37782,268.54,140.7
24043,149180,147430,1.2,147430,457.78,322.1
24045,100647,98733,1.9,98733,374.44,263.7
24047,51578,51454,0.2,51454,468.28,109.9
24510,621342,620961,0.1,620961,80.94,7671.5
25000,6646144,6547629,1.5,6547629,7800.06,839.4
25001,215423,215888,-0.2,215888,393.72,548.3
25003,130016,131219,-0.9,131219,926.83,141.6
25005,551082,548285,0.5,548285,553.1,991.3
25007,17041,16535,3.1,16535,103.25,160.2
25009,755618,743167,1.7,743159,492.56,1508.8
25011,71540,71372,0.2,71372,699.32,102.1
25013,465923,463490,0.5,463490,617.14,751
25015,159795,158080,1.1,158080,527.26,299.8
25017,1537215,1503077,2.3,1503085,817.82,1837.9
25019,10298,10172,1.2,10172,44.97,226.2
25021,681845,670850,1.6,670850,396.11,1693.6
25023,499759,494919,1,494919,659.08,750.9
25025,744426,722023,3.1,722023,58.15,12415.7
25027,806163,798552,1,798552,1510.77,528.6
26000,9883360,9883635,0,9883640,56538.9,174.8
26001,10635,10942,-2.8,10942,674.59,16.2
26003,9541,9601,-0.6,9601,915.07,10.5
26005,112039,111408,0.6,111408,825.23,135
26007,29234,29598,-1.2,29598,571.86,51.8
26009,23406,23580,-0.7,23580,475.7,49.6
26011,15477,15899,-2.7,15899,363.19,43.8
26013,8683,8860,-2,8860,898.26,9.9
26015,58990,59173,-0.3,59173,553.09,107
26017,106935,107771,-0.8,107771,442.3,243.7
26019,17465,17525,-0.3,17525,319.7,54.8
26021,156067,156813,-0.5,156813,567.75,276.2
26023,43868,45248,-3,45248,506.37,89.4
26025,135099,136146,-0.8,136146,706.23,192.8
26027,52242,52293,-0.1,52293,490.06,106.7
26029,26023,25949,0.3,25949,416.34,62.3
26031,25835,26150,-1.2,26152,715.26,36.6
26033,38917,38520,1,38520,1558.42,24.7
26035,30753,30926,-0.6,30926,564.32,54.8
26037,76001,75382,0.8,75382,566.41,133.1
26039,14009,14074,-0.5,14074,556.28,25.3
26041,36884,37069,-0.5,37069,1171.1,31.7
26043,26220,26168,0.2,26168,761.4,34.4
26045,108008,107763,0.2,107759,575.18,187.3
26047,32915,32694,0.7,32694,467.49,69.9
26049,418408,425790,-1.7,425790,636.98,668.5
26051,25484,25692,-0.8,25692,501.78,51.2
26053,16084,16427,-2.1,16427,1101.85,14.9
26055,89112,86986,2.4,86986,464.33,187.3
26057,42063,42476,-1,42476,568.46,74.7
26059,46229,46688,-1,46688,598.13,78.1
26061,36520,36628,-0.3,36628,1009.1,36.3
26063,32463,33118,-2,33118,835.71,39.6
26065,281723,280891,0.3,280895,556.12,505.1
26067,63941,63905,0.1,63905,571.3,111.9
26069,25357,25887,-2,25887,549.1,47.1
26071,11587,11817,-1.9,11817,1166.15,10.1
26073,70617,70311,0.4,70311,572.68,122.8
26075,160309,160248,0,160248,701.67,228.4
26077,254580,250331,1.7,250331,561.66,445.7
26079,17099,17153,-0.3,17153,559.87,30.6
26081,614462,602622,2,602622,846.95,711.5
26083,2215,2156,2.7,2156,540.11,4
26085,11498,11539,-0.4,11539,567.37,20.3
26087,88173,88316,-0.2,88319,643.01,137.4
26089,21607,21708,-0.5,21708,347.17,62.5
26091,98987,99892,-0.9,99892,749.56,133.3
26093,182838,180967,1,180967,565.25,320.2
26095,6522,6631,-1.6,6631,899.08,7.4
26097,11137,11113,0.2,11113,1021.57,10.9
26099,847383,840987,0.8,840978,479.22,1754.9
26101,24672,24733,-0.2,24733,542.15,45.6
26103,67906,67077,1.2,67077,1808.4,37.1
26105,28680,28705,-0.1,28705,495.07,58
26107,43318,42798,1.2,42798,555.07,77.1
26109,23815,24029,-0.9,24029,1044.08,23
26111,83822,83629,0.2,83629,516.25,162
26113,15031,14849,1.2,14849,564.73,26.3
26115,151048,152021,-0.6,152021,549.39,276.7
26117,63097,63342,-0.4,63342,705.4,89.8
26119,9476,9765,-3,9765,546.66,17.9
26121,170182,172188,-1.2,172188,499.25,344.9
26123,47959,48460,-1,48460,813.2,59.6
26125,1220657,1202362,1.5,1202362,867.66,1385.7
26127,26310,26570,-1,26570,512.07,51.9
26129,21437,21699,-1.2,21699,563.49,38.5
26131,6413,6780,-5.4,6780,1311.23,5.2
26133,23276,23528,-1.1,23528,566.39,41.5
26135,8592,8640,-0.6,8640,565.73,15.3
26137,24020,24164,-0.6,24164,514.97,46.9
26139,269099,263801,2,263801,563.47,468.2
26141,13129,13376,-1.8,13376,658.72,20.3
26143,24106,24449,-1.4,24449,519.64,47.1
26145,198353,200169,-0.9,200169,800.11,250.2
26147,160644,163040,-1.5,163040,721.17,226.1
26149,60796,61295,-0.8,61295,500.59,122.4
26151,42268,43114,-2,43114,962.57,44.8
26153,8343,8485,-1.7,8485,1171.36,7.2
26155,69232,70648,-2,70648,530.67,133.1
26157,54662,55729,-1.9,55729,803.13,69.4
26159,75454,76258,-1.1,76258,607.47,125.5
26161,350946,344791,1.8,344791,705.97,488.4
26163,1792365,1820575,-1.5,1820584,612.08,2974.4
26165,32608,32735,-0.4,32735,565,57.9
27000,5379139,5303925,1.4,5303925,79626.74,66.6
27001,15927,16202,-1.7,16202,1821.66,8.9
27003,336414,330844,1.7,330844,423.01,782.1
27005,33000,32504,1.5,32504,1315.2,24.7
27007,45375,44442,2.1,44442,2504.94,17.7
27009,38865,38451,1.1,38451,408.3,94.2
27011,5164,5269,-2,5269,499.02,10.6
27013,65091,64013,1.7,64013,747.84,85.6
27015,25425,25893,-1.8,25893,611.09,42.4
27017,35348,35386,-0.1,35386,861.38,41.1
27019,93707,91042,2.9,91042,354.33,256.9
27021,28357,28567,-0.7,28567,2021.54,14.1
27023,12135,12441,-2.5,12441,581.12,21.4
27025,53452,53887,-0.8,53887,414.86,129.9
27027,60155,58999,2,58999,1045.37,56.4
27029,8703,8695,0.1,8695,998.94,8.7
27031,5185,5176,0.2,5176,1452.28,3.6
27033,11597,11687,-0.8,11687,638.61,18.3
27035,62882,62500,0.6,62500,999.1,62.6
27037,405088,398552,1.6,398552,562.17,709
27039,20231,20087,0.7,20087,439.28,45.7
27041,36415,36009,1.1,36009,637.3,56.5
27043,14263,14553,-2,14553,712.48,20.4
27045,20834,20866,-0.2,20866,861.3,24.2
27047,31054,31255,-0.6,31255,707.09,44.2
27049,46336,46183,0.3,46183,756.84,61
27051,5944,6018,-1.2,6018,548.16,11
27053,1184576,1152425,2.8,1152425,553.59,2081.7
27055,18837,19027,-1,19027,552.06,34.5
27057,20347,20428,-0.4,20428,925.68,22.1
27059,38248,37816,1.1,37816,435.79,86.8
27061,45221,45058,0.4,45058,2667.72,16.9
27063,10281,10266,0.1,10266,702.98,14.6
27065,16005,16239,-1.4,16239,521.59,31.1
27067,42379,42239,0.3,42239,796.79,53
27069,4493,4552,-1.3,4552,1098.8,4.1
27071,13208,13311,-0.8,13311,3104.07,4.3
27073,7109,7259,-2.1,7259,765.02,9.5
27075,10818,10866,-0.4,10866,2109.29,5.2
27077,3973,4045,-1.8,4045,1297.87,3.1
27079,27677,27703,-0.1,27703,448.76,61.7
27081,5818,5896,-1.3,5896,536.76,11
27083,25543,25857,-1.2,25857,714.56,36.2
27085,36053,36651,-1.6,36651,491.47,74.6
27087,5536,5413,2.3,5413,557.88,9.7
27089,9449,9439,0.1,9439,1775.07,5.3
27091,20475,20840,-1.8,20840,712.35,29.3
27093,23061,23300,-1,23300,608.18,38.3
27095,25740,26097,-1.4,26097,572.31,45.6
27097,33052,33198,-0.4,33198,1125.06,29.5
27099,39372,39163,0.5,39163,711.33,55.1
27101,8577,8725,-1.7,8725,704.7,12.4
27103,32929,32727,0.6,32727,448.49,73
27105,21487,21378,0.5,21378,715.11,29.9
27107,6634,6852,-3.2,6852,872.79,7.9
27109,147066,144260,1.9,144248,653.35,220.8
27111,57288,57303,0,57303,1972.07,29.1
27113,14074,13930,1,13930,616.57,22.6
27115,29218,29750,-1.8,29750,1411.29,21.1
27117,9345,9596,-2.6,9596,465.06,20.6
27119,31416,31600,-0.6,31600,1971.13,16
27121,10892,10995,-0.9,10995,669.71,16.4
27123,520152,508640,2.3,508640,152.21,3341.7
27125,4087,4089,0,4089,432.41,9.5
27127,15847,16059,-1.3,16059,878.57,18.3
27129,15369,15730,-2.3,15730,982.91,16
27131,64854,64142,1.1,64142,495.68,129.4
27133,9553,9687,-1.4,9687,482.46,20.1
27135,15476,15629,-1,15629,1671.6,9.3
27137,200319,200226,0,200226,6247.4,32
27139,135152,129928,4,129928,356.48,364.5
27141,89455,88499,1.1,88499,432.92,204.4
27143,15123,15226,-0.7,15226,588.78,25.9
27145,151606,150642,0.6,150642,1343.13,112.2
27147,36322,36576,-0.7,36576,429.65,85.1
27149,9663,9726,-0.6,9726,563.6,17.3
27151,9594,9783,-1.9,9783,742.08,13.2
27153,24509,24895,-1.6,24895,944.98,26.3
27155,3451,3558,-3,3558,573.9,6.2
27157,21476,21664,-0.9,21676,522.98,41.4
27159,13767,13843,-0.5,13843,536.27,25.8
27161,19237,19136,0.5,19136,423.36,45.2
27163,244088,238136,2.5,238136,384.28,619.7
27165,11187,11211,-0.2,11211,434.95,25.8
27167,6585,6576,0.1,6576,750.96,8.8
27169,51629,51461,0.3,51461,626.21,82.2
27171,127336,124700,2.1,124700,661.46,188.5
27173,10158,10438,-2.7,10438,759.1,13.8
28000,2984926,2967299,0.6,2967297,46923.27,63.2
28001,32122,32297,-0.5,32297,462.41,69.8
28003,37164,37057,0.3,37057,400.04,92.6
28005,12957,13128,-1.3,13131,730.1,18
28007,19157,19564,-2.1,19564,734.98,26.6
28009,8730,8730,0,8729,406.62,21.5
28011,33904,34147,-0.7,34145,876.57,39
28013,14843,14962,-0.8,14962,586.57,25.5
28015,10423,10597,-1.6,10597,628.24,16.9
28017,17416,17392,0.1,17392,501.78,34.7
28019,8346,8543,-2.3,8547,418.18,20.4
28021,9349,9598,-2.6,9604,487.41,19.7
28023,16556,16732,-1.1,16732,691.55,24.2
28025,20427,20634,-1,20634,410.08,50.3
28027,25709,26151,-1.7,26151,552.44,47.3
28029,28955,29449,-1.7,29449,777.24,37.9
28031,19607,19568,0.2,19568,413.79,47.3
28033,166234,161256,3.1,161252,476.15,338.7
28035,76894,74934,2.6,74934,466.31,160.7
28037,7918,8114,-2.4,8118,563.78,14.4
28039,22930,22579,1.6,22578,478.71,47.2
28041,14311,14395,-0.6,14400,712.76,20.2
28043,21682,21906,-1,21906,422.11,51.9
28045,45255,43929,3,43929,473.75,92.7
28047,194029,187105,3.7,187105,573.99,326
28049,248643,245285,1.4,245285,869.74,282
28051,18796,19198,-2.1,19198,756.7,25.4
28053,9189,9375,-2,9375,418.49,22.4
28055,1386,1406,-1.4,1406,413.05,3.4
28057,23340,23401,-0.3,23401,532.79,43.9
28059,140298,139668,0.5,139668,722.75,193.2
28061,16523,17062,-3.2,17062,676.24,25.2
28063,7638,7736,-1.3,7726,519.93,14.9
28065,12032,12487,-3.6,12487,408.44,30.6
28067,68641,67761,1.3,67761,694.8,97.5
28069,10335,10456,-1.2,10456,766.18,13.6
28071,49495,47357,4.5,47351,631.71,75
28073,57786,55658,3.8,55658,497.06,112
28075,80220,80261,-0.1,80261,703.63,114.1
28077,12551,12929,-2.9,12929,430.67,30
28079,23297,23805,-2.1,23805,583,40.8
28081,85042,82910,2.6,82910,449.95,184.3
28083,30948,32317,-4.2,32317,592.54,54.5
28085,34900,34869,0.1,34869,586.12,59.5
28087,59670,59779,-0.2,59779,505.51,118.3
28089,98468,95203,3.4,95203,714.51,133.2
28091,26442,27088,-2.4,27088,542.38,49.9
28093,36612,37143,-1.4,37144,706.19,52.6
28095,36421,36989,-1.5,36989,765.09,48.3
28097,10614,10925,-2.8,10925,406.98,26.8
28099,29785,29676,0.4,29676,570.14,52.1
28101,21601,21720,-0.5,21720,578.1,37.6
28103,11218,11545,-2.8,11545,695.14,16.6
28105,48192,47671,1.1,47671,458.2,104
28107,34473,34701,-0.7,34707,685.14,50.7
28109,55295,55834,-1,55834,810.86,68.9
28111,12086,12249,-1.3,12250,647.25,18.9
28113,40100,40407,-0.8,40404,409.02,98.8
28115,30594,29957,2.1,29957,497.69,60.2
28117,25390,25276,0.5,25276,414.98,60.9
28119,7798,8223,-5.2,8223,405.01,20.3
28121,145165,141617,2.5,141617,775.49,182.6
28123,28250,28264,0,28264,609.19,46.4
28125,4799,4916,-2.4,4916,431.72,11.4
28127,27374,27502,-0.5,27503,589.16,46.7
28129,16345,16492,-0.9,16491,636.25,25.9
28131,18028,17786,1.4,17786,445.49,39.9
28133,28431,29450,-3.5,29450,697.75,42.2
28135,15111,15378,-1.7,15378,645.29,23.8
28137,28490,28886,-1.4,28886,404.76,71.4
28139,22025,22232,-0.9,22232,457.82,48.6
28141,19591,19596,0,19593,424.25,46.2
28143,10475,10778,-2.8,10778,454.67,23.7
28145,27414,27134,1,27134,415.6,65.3
28147,15100,15443,-2.2,15443,403.94,38.2
28149,48084,48773,-1.4,48773,588.5,82.9
28151,49750,51135,-2.7,51137,724.74,70.6
28153,20661,20747,-0.4,20747,810.75,25.6
28155,10039,10257,-2.1,10253,420.94,24.4
28157,9432,9878,-4.5,9878,678.11,14.6
28159,19029,19198,-0.9,19198,607.25,31.6
28161,12401,12678,-2.2,12678,467.13,27.1
28163,28195,28065,0.5,28065,922.95,30.4
29000,6021988,5988924,0.6,5988927,68741.52,87.1
29001,25581,25607,-0.1,25607,567.32,45.1
29003,17417,17291,0.7,17291,432.7,40
29005,5517,5685,-3,5685,547.3,10.4
29007,25621,25529,0.4,25529,692.24,36.9
29009,35546,35597,-0.1,35597,778.25,45.7
29011,12337,12402,-0.5,12402,591.92,21
29013,16709,17049,-2,17049,836.69,20.4
29015,18962,19056,-0.5,19056,704.06,27.1
29017,12382,12363,0.2,12363,617.91,20
29019,168535,162642,3.6,162642,685.41,237.3
29021,89706,89201,0.6,89201,408.03,218.6
29023,43053,42794,0.6,42794,694.67,61.6
29025,9145,9424,-3,9424,426.39,22.1
29027,44305,44332,-0.1,44332,834.58,53.1
29029,43845,44002,-0.4,44002,655.92,67.1
29031,76950,75674,1.7,75674,578.54,130.8
29033,9086,9295,-2.2,9295,694.62,13.4
29035,6262,6265,0,6265,507.36,12.3
29037,100376,99478,0.9,99478,696.84,142.8
29039,13799,13982,-1.3,13982,474.48,29.5
29041,7649,7827,-2.3,7831,751.18,10.4
29043,79824,77422,3.1,77422,562.65,137.6
29045,6969,7139,-2.4,7139,504.69,14.1
29047,227577,221939,2.5,221939,397.3,558.6
29049,20508,20743,-1.1,20743,418.96,49.5
29051,76363,75983,0.5,75990,393.75,193
29053,17520,17601,-0.5,17601,564.77,31.2
29055,24832,24696,0.6,24696,742.52,33.3
29057,7568,7883,-4,7883,490.01,16.1
29059,16799,16777,0.1,16777,540.77,31
29061,8239,8433,-2.3,8433,563.24,15
29063,12940,12892,0.4,12892,421.36,30.6
29065,15647,15657,-0.1,15657,752.79,20.8
29067,13585,13684,-0.7,13684,813.63,16.8
29069,31826,31953,-0.4,31953,541.07,59.1
29071,101412,101491,-0.1,101492,922.68,110
29073,14972,15221,-1.6,15222,517.8,29.4
29075,6777,6738,0.6,6738,491.42,13.7
29077,280626,275174,2,275174,675.3,407.5
29079,10338,10261,0.8,10261,435.28,23.6
29081,8728,8957,-2.6,8957,722.5,12.4
29083,22153,22272,-0.5,22272,696.95,32
29085,9391,9627,-2.5,9627,399.09,24.1
29087,4655,4912,-5.2,4912,462.69,10.6
29089,10169,10148,0.2,10144,463.85,21.9
29091,40629,40400,0.6,40400,927.25,43.6
29093,10374,10630,-2.4,10630,550.26,19.3
29095,677377,674158,0.5,674158,604.46,1115.3
29097,115258,117404,-1.8,117404,638.49,183.9
29099,220209,218728,0.7,218733,656.63,333.1
29101,54397,52595,3.4,52595,829.28,63.4
29103,4082,4131,-1.2,4131,504.01,8.2
29105,35417,35571,-0.4,35571,764.72,46.5
29107,33080,33381,-0.9,33381,628.43,53.1
29109,38467,38634,-0.4,38634,611.74,63.2
29111,10174,10211,-0.4,10211,505.04,20.2
29113,53354,52566,1.5,52566,626.56,83.9
29115,12484,12761,-2.2,12761,615.56,20.7
29117,15037,15195,-1,15195,532.33,28.5
29119,22876,23083,-0.9,23083,539.48,42.8
29121,15573,15566,0,15566,801.23,19.4
29123,12448,12226,1.8,12226,494.39,24.7
29125,9014,9173,-1.7,9176,526.98,17.4
29127,28745,28781,-0.1,28781,436.92,65.9
29129,3729,3785,-1.5,3785,453.84,8.3
29131,24817,24748,0.3,24748,592.6,41.8
29133,14322,14358,-0.3,14358,411.58,34.9
29135,15625,15607,0.1,15607,415.03,37.6
29137,8703,8840,-1.5,8840,647.65,13.6
29139,11996,12236,-2,12236,536.25,22.8
29141,20117,20565,-2.2,20565,597.63,34.4
29143,18488,18960,-2.5,18956,674.84,28.1
29145,59069,58112,1.6,58114,624.77,93
29147,23419,23370,0.2,23370,876.96,26.6
29149,10997,10881,1.1,10881,789.8,13.8
29151,13858,13885,-0.2,13878,604.35,23
29153,9601,9723,-1.3,9723,744.97,13.1
29155,18111,18296,-1,18296,492.54,37.1
29157,19018,18971,0.2,18971,474.35,40
29159,42319,42201,0.3,42201,682.22,61.9
29161,44987,45156,-0.4,45156,671.78,67.2
29163,18565,18516,0.3,18516,670.44,27.6
29165,92054,89322,3.1,89322,420.19,212.6
29167,31017,31137,-0.4,31137,635.52,49
29169,53259,52277,1.9,52274,547.1,95.5
29171,4931,4979,-1,4979,517.32,9.6
29173,10277,10167,1.1,10167,469.78,21.6
29175,25330,25414,-0.3,25414,482.68,52.7
29177,23064,23494,-1.8,23494,568.81,41.3
29179,6667,6694,-0.4,6696,808.48,8.3
29181,14036,14100,-0.5,14100,629.54,22.4
29183,368666,360485,2.3,360485,560.44,643.2
29185,9474,9805,-3.4,9805,669.98,14.6
29186,17740,18145,-2.2,18145,499.15,36.4
29187,65917,65364,0.8,65359,451.89,144.6
29189,1000438,998954,0.1,998954,507.8,1967.2
29195,23339,23370,-0.1,23370,755.5,30.9
29197,4370,4431,-1.4,4431,307.3,14.4
29199,4877,4843,0.7,4843,436.67,11.1
29201,39139,39187,-0.1,39191,419.99,93.3
29203,8318,8441,-1.5,8441,1003.82,8.4
29205,6234,6373,-2.2,6373,500.86,12.7
29207,29795,29968,-0.6,29968,823.22,36.4
29209,31568,32202,-2,32202,464.03,69.4
29211,6546,6714,-2.5,6714,647.98,10.4
29213,52956,51675,2.5,51675,632.44,81.7
29215,25810,26008,-0.8,26008,1177.27,22.1
29217,20748,21159,-1.9,21159,826.4,25.6
29219,32753,32513,0.7,32513,428.6,75.9
29221,25095,25196,-0.4,25195,759.91,33.2
29223,13402,13523,-0.9,13521,759.18,17.8
29225,36351,36202,0.4,36202,592.56,61.1
29227,2079,2171,-4.2,2171,266.61,8.1
29229,18629,18815,-1,18815,681.77,27.6
29510,318172,319294,-0.4,319294,61.91,5157.5
30000,1005141,989417,1.6,989415,145545.8,6.8
30001,9346,9246,1.1,9246,5541.62,1.7
30003,13061,12865,1.5,12865,4995.46,2.6
30005,6683,6491,3,6491,4227.55,1.5
30007,5756,5612,2.6,5612,1192.54,4.7
30009,10127,10078,0.5,10078,2048.79,4.9
30011,1177,1160,1.5,1160,3340.75,0.3
30013,81723,81327,0.5,81327,2698.16,30.1
30015,5904,5813,1.6,5813,3972.49,1.5
30017,11888,11699,1.6,11699,3783.36,3.1
30019,1786,1751,2,1751,1426.11,1.2
30021,9249,8966,3.2,8966,2371.87,3.8
30023,9227,9298,-0.8,9298,736.53,12.6
30025,3024,2890,4.6,2890,1620.77,1.8
30027,11435,11586,-1.3,11586,4339.8,2.7
30029,91633,90928,0.8,90928,5087.66,17.9
30031,92614,89513,3.5,89513,2602.69,34.4
30033,1261,1206,4.6,1206,4675.36,0.3
30035,13711,13399,2.3,13399,2995.94,4.5
30037,839,884,-5.1,884,1175.34,0.8
30039,3109,3079,1,3079,1727.42,1.8
30041,16366,16096,1.7,16096,2898.96,5.6
30043,11401,11406,0,11406,1656.26,6.9
30045,2024,2072,-2.3,2072,1869.82,1.1
30047,28986,28746,0.8,28746,1490.15,19.3
30049,64876,63395,2.3,63395,3458.83,18.3
30051,2392,2339,2.3,2339,1430.05,1.6
30053,19491,19687,-1,19687,3612.92,5.4
30055,1701,1734,-1.9,1734,2643.17,0.7
30057,7733,7691,0.5,7691,3587.48,2.1
30059,1924,1891,1.7,1891,2391.91,0.8
30061,4167,4223,-1.3,4223,1219.44,3.5
30063,110977,109299,1.5,109299,2593.42,42.1
30065,4665,4538,2.8,4538,1868.16,2.4
30067,15567,15636,-0.4,15636,2803.06,5.6
30069,511,494,3.4,494,1654.87,0.3
30071,4128,4253,-2.9,4253,5140.04,0.8
30073,6165,6153,0.2,6153,1622.86,3.8
30075,1763,1743,1.1,1743,3297.3,0.5
30077,7096,7027,1,7027,2326.39,3
30079,1157,1179,-1.9,1179,1736.74,0.7
30081,40617,40212,1,40212,2390.82,16.8
30083,10810,9746,10.9,9746,2084.14,4.7
30085,10927,10425,4.8,10425,2354.79,4.4
30087,9396,9235,1.7,9233,5010.4,1.8
30089,11408,11413,0,11413,2760.52,4.1
30091,3580,3384,5.8,3384,1677.08,2
30093,34403,34200,0.6,34200,718.48,47.6
30095,9195,9117,0.9,9117,1795.35,5.1
30097,3605,3651,-1.3,3651,1855.21,2
30099,6053,6073,-0.3,6073,2272.38,2.7
30101,5220,5324,-2,5324,1915.65,2.8
30103,736,718,2.5,718,977.4,0.7
30105,7505,7369,1.8,7369,4925.82,1.5
30107,2104,2168,-3,2168,1423.2,1.5
30109,1057,1017,3.9,1017,889.27,1.1
30111,151882,147972,2.6,147972,2633.29,56.2
31000,1855525,1826341,1.6,1826341,76824.17,23.8
31001,31459,31364,0.3,31364,563.27,55.7
31003,6545,6685,-2.1,6685,857.22,7.8
31005,486,460,5.7,460,715.36,0.6
31007,760,690,10.1,690,746.11,0.9
31009,514,478,7.5,478,710.87,0.7
31011,5417,5505,-1.6,5505,686.55,8
31013,11317,11308,0.1,11308,1075.29,10.5
31015,2054,2099,-2.1,2099,539.94,3.9
31017,3023,3143,-3.8,3145,1221.33,2.6
31019,47463,46102,3,46102,968.11,47.6
31021,6659,6858,-2.9,6858,491.58,14
31023,8295,8395,-1.2,8395,584.91,14.4
31025,25133,25241,-0.4,25241,557.45,45.3
31027,8746,8852,-1.2,8852,740.31,12
31029,4064,3966,2.5,3966,894.42,4.4
31031,5727,5713,0.2,5713,5960.42,1
31033,10068,9998,0.7,9998,1196.29,8.4
31035,6411,6542,-2,6542,572.29,11.4
31037,10653,10515,1.3,10515,411.66,25.5
31039,9072,9139,-0.7,9139,570.62,16
31041,10740,10943,-1.9,10939,2575.52,4.2
31043,20918,21006,-0.4,21006,264.26,79.5
31045,9152,9182,-0.3,9182,1396.46,6.6
31047,24220,24326,-0.4,24326,1013.1,24
31049,1972,1941,1.6,1941,439.85,4.4
31051,5918,6000,-1.4,6000,476.23,12.6
31053,36427,36691,-0.7,36691,528.71,69.4
31055,531265,517110,2.7,517110,328.46,1574.4
