fips,PST045212,PST040210,PST120212,POP010210,LND110210,POP060210
41067,547672,529710,3.4,529710,724.23,731.4
41069,1424,1441,-1.2,1441,1714.75,0.8
41071,100255,99193,1.1,99193,715.86,138.6
42000,12763536,12702379,0.5,12702379,44742.7,283.9
42001,101482,101407,0.1,101407,518.67,195.5
42003,1229338,1223348,0.5,1223348,730.08,1675.6
42005,68409,68940,-0.8,68941,653.2,105.5
42007,170245,170539,-0.2,170539,434.71,392.3
42009,49324,49768,-0.9,49762,1012.3,49.2
42011,413491,411447,0.5,411442,856.51,480.4
42013,127121,127074,0,127089,525.8,241.7
42015,62792,62622,0.3,62622,1147.4,54.6
42017,627053,625249,0.3,625249,604.31,1034.7
42019,184970,183862,0.6,183862,788.6,233.1
42021,141584,143679,-1.5,143679,688.35,208.7
42023,4939,5085,-2.9,5085,396.23,12.8
42025,65006,65249,-0.4,65249,381.46,171.1
42027,155171,153985,0.8,153990,1109.92,138.7
42029,506575,498878,1.5,498886,750.51,664.7
42031,39646,39988,-0.9,39988,600.83,66.6
42033,81184,81647,-0.6,81642,1144.72,71.3
42035,39517,39241,0.7,39238,887.98,44.2
42037,66887,67296,-0.6,67295,483.11,139.3
42039,87598,88765,-1.3,88765,1012.3,87.7
42041,238614,235408,1.4,235406,545.46,431.6
42043,269665,268100,0.6,268100,525.05,510.6
42045,561098,558972,0.4,558979,183.84,3040.5
42047,31550,31946,-1.2,31946,827.36,38.6
42049,280646,280566,0,280566,799.15,351.1
42051,135660,136606,-0.7,136606,790.34,172.8
42053,7667,7716,-0.6,7716,427.19,18.1
42055,151275,149618,1.1,149618,772.22,193.7
42057,14772,14844,-0.5,14845,437.55,33.9
42059,38085,38686,-1.6,38686,575.95,67.2
42061,45943,45915,0.1,45913,874.64,52.5
42063,88218,88886,-0.8,88880,827.03,107.5
42065,44764,45196,-1,45200,652.43,69.3
42067,24904,24640,1.1,24636,391.35,63
42069,214477,214434,0,214437,459.08,467.1
42071,526823,519448,1.4,519445,943.81,550.4
42073,89871,91108,-1.4,91108,358.18,254.4
42075,135251,133573,1.3,133568,361.83,369.1
42077,355245,349497,1.6,349497,345.17,1012.5
42079,321027,320920,0,320918,890.33,360.4
42081,117168,116108,0.9,116111,1228.59,94.5
42083,43127,43450,-0.7,43450,979.2,44.4
42085,115655,116638,-0.8,116638,672.58,173.4
42087,46773,46683,0.2,46682,411.03,113.6
42089,168798,169843,-0.6,169842,608.29,279.2
42091,808460,799881,1.1,799874,483.04,1655.9
42093,18356,18267,0.5,18267,130.24,140.3
42095,299267,297735,0.5,297735,369.67,805.4
42097,94428,94517,-0.1,94528,458.37,206.2
42099,45701,45965,-0.6,45969,551.45,83.4
42101,1547607,1526006,1.4,1526006,134.1,11379.5
42103,56899,57366,-0.8,57369,544.96,105.3
42105,17577,17457,0.7,17457,1081.32,16.1
42107,147063,148289,-0.8,148289,778.63,190.4
42109,39672,39702,-0.1,39702,328.71,120.8
42111,76957,77748,-1,77742,1074.37,72.4
42113,6461,6428,0.5,6428,449.94,14.3
42115,42696,43356,-1.5,43356,823.44,52.7
42117,42577,41981,1.4,41981,1133.79,37
42119,44952,44949,0,44947,315.98,142.2
42121,54272,54984,-1.3,54984,674.28,81.5
42123,41146,41815,-1.6,41815,884.14,47.3
42125,208716,207820,0.4,207820,856.99,242.5
42127,51955,52825,-1.6,52822,725.6,72.8
42129,363395,365170,-0.5,365169,1027.55,355.4
42131,28125,28276,-0.5,28276,397.32,71.2
42133,437846,434972,0.7,434972,904.18,481.1
44000,1050292,1052567,-0.2,1052567,1033.81,1018.1
44001,49144,49875,-1.5,49875,24.16,2064
44003,164843,166158,-0.8,166158,168.53,985.9
44005,82036,82888,-1,82888,102.39,809.6
44007,628323,626667,0.3,626667,409.5,1530.3
44009,125946,126979,-0.8,126979,329.24,385.7
45000,4723723,4625364,2.1,4625364,30060.7,153.9
45001,25101,25421,-1.3,25417,490.48,51.8
45003,162812,160106,1.7,160099,1071.03,149.5
45005,9988,10419,-4.1,10419,408.09,25.5
45007,189355,187122,1.2,187126,715.43,261.6
45009,15763,15987,-1.4,15987,393.37,40.6
45011,22212,22621,-1.8,22621,548.39,41.2
45013,168049,162233,3.6,162233,576.28,281.5
45015,189781,177845,6.7,177843,1098.86,161.8
45017,14910,15181,-1.8,15175,381.15,39.8
45019,365162,350208,4.3,350209,916.09,382.3
45021,55662,55342,0.6,55342,392.66,140.9
45023,32546,33140,-1.8,33140,580.66,57.1
45025,46103,46738,-1.4,46734,799.08,58.5
45027,34357,34971,-1.8,34971,606.94,57.6
45029,38153,38892,-1.9,38892,1056.49,36.8
45031,68139,68683,-0.8,68681,561.15,122.4
45033,31446,32062,-1.9,32062,404.87,79.2
45035,142496,136555,4.4,136555,573.23,238.2
45037,26347,26978,-2.3,26985,500.41,53.9
45039,23363,23956,-2.5,23956,686.28,34.9
45041,137948,136879,0.8,136885,799.96,171.1
45043,60189,60158,0.1,60158,813.55,73.9
45045,467605,451219,3.6,451225,785.12,574.7
45047,69756,69661,0.1,69661,454.73,153.2
45049,20726,21090,-1.7,21090,559.9,37.7
45051,282285,269291,4.8,269291,1133.9,237.5
45053,25833,24777,4.3,24777,655.32,37.8
45055,62343,61695,1.1,61697,726.56,84.9
45057,79089,76652,3.2,76652,549.16,139.6
45059,66223,66539,-0.5,66537,713.8,93.2
45061,18654,19222,-3,19220,410.18,46.9
45063,270406,262388,3.1,262391,698.91,375.4
45065,9943,10233,-2.8,10233,359.13,28.5
45067,32457,33062,-1.8,33062,489.23,67.6
45069,28145,28933,-2.7,28933,479.67,60.3
45071,37576,37508,0.2,37508,630.04,59.5
45073,74627,74275,0.5,74273,626.33,118.6
45075,91476,92494,-1.1,92501,1106.1,83.6
45077,119670,119226,0.4,119224,496.41,240.2
45079,393830,384507,2.4,384504,757.07,507.9
45081,19893,19875,0.1,19875,452.78,43.9
45083,288745,284307,1.6,284307,807.93,351.9
45085,108052,107456,0.6,107456,665.07,161.6
45087,28252,28961,-2.4,28961,514.17,56.3
45089,33620,34423,-2.3,34423,934.16,36.8
45091,234635,226073,3.8,226073,680.6,332.2
46000,833354,814180,2.4,814180,75811,10.7
46003,2742,2710,1.2,2710,708.43,3.8
46005,17753,17398,2,17398,1258.71,13.8
46007,3436,3431,0.1,3431,1184.71,2.9
46009,7029,7067,-0.5,7070,563.7,12.5
46011,32629,31965,2.1,31965,792.21,40.3
46013,37331,36531,2.2,36531,1712.98,21.3
46015,5293,5255,0.7,5255,817.24,6.4
46017,2020,1912,5.6,1912,471.38,4.1
46019,10228,10110,1.2,10110,2249.9,4.5
46021,1396,1466,-4.8,1466,733.68,2
46023,9216,9129,1,9129,1097.49,8.3
46025,3585,3691,-2.9,3691,957.6,3.9
46027,14131,13864,1.9,13864,412.19,33.6
46029,27606,27227,1.4,27227,688.5,39.5
46031,4077,4050,0.7,4050,2469.69,1.6
46033,8339,8216,1.5,8216,1557,5.3
46035,19769,19504,1.4,19504,435.56,44.8
46037,5613,5710,-1.7,5710,1027.87,5.6
46039,4380,4364,0.4,4364,622.69,7
46041,5538,5301,4.5,5301,2302.49,2.3
46043,2970,3002,-1.1,3002,431.8,7
46045,4026,4071,-1.1,4071,1125.96,3.6
46047,6971,7094,-1.7,7094,1739.92,4.1
46049,2377,2364,0.5,2364,981.75,2.4
46051,7259,7356,-1.3,7356,681.46,10.8
46053,4265,4271,-0.1,4271,1014.96,4.2
46055,1939,1937,0.1,1937,1810.53,1.1
46057,5918,5903,0.3,5903,507.23,11.6
46059,3388,3431,-1.3,3431,1436.61,2.4
46061,3377,3331,1.4,3331,434.51,7.7
46063,1316,1255,4.9,1255,2671.38,0.5
46065,17450,17022,2.5,17022,741.56,23
46067,7187,7343,-2.1,7343,812.9,9
46069,1437,1420,1.2,1420,860.52,1.7
46071,3191,3031,5.3,3031,1863.91,1.6
46073,2047,2071,-1.2,2071,526.23,3.9
46075,1013,1006,0.7,1006,969.68,1
46077,5220,5148,1.4,5148,832.24,6.2
46079,11771,11200,5.1,11200,563.28,19.9
46081,24397,24097,1.2,24097,800.04,30.1
46083,48296,44828,7.7,44828,577.28,77.7
46085,3789,3755,0.9,3755,1641.94,2.3
46087,5610,5618,-0.1,5618,574.2,9.8
46089,2439,2459,-0.8,2459,1136.64,2.2
46091,4671,4656,0.3,4656,838.07,5.6
46093,26052,25434,2.4,25434,3470.98,7.3
46095,2101,2048,2.6,2048,1307.31,1.6
46097,2326,2389,-2.6,2389,570.31,4.2
46099,175037,169471,3.3,169468,807.15,210
46101,6446,6486,-0.6,6486,519.39,12.5
46103,104347,100948,3.4,100948,2776.55,36.4
46105,3037,2982,1.8,2982,2870.48,1
46107,2359,2329,1.3,2329,861.14,2.7
46109,10303,10149,1.5,10149,1101.04,9.2
46111,2324,2355,-1.3,2355,569.32,4.1
46113,14059,13586,3.5,13586,2093.9,6.5
46115,6611,6415,3.1,6415,1503.93,4.3
46117,2969,2966,0.1,2966,1444.43,2.1
46119,1427,1373,3.9,1373,1006.82,1.4
46121,9942,9612,3.4,9612,1388.56,6.9
46123,5485,5644,-2.8,5644,1612.45,3.5
46125,8308,8347,-0.5,8347,617.06,13.5
46127,14855,14399,3.2,14399,460.54,31.3
46129,5459,5438,0.4,5438,708.63,7.7
46135,22603,22438,0.7,22438,521.16,43.1
46137,2869,2801,2.4,2801,1961.27,1.4
47000,6456243,6346113,1.7,6346105,41234.9,153.9
47001,75416,75126,0.4,75129,337.16,222.8
47003,45573,45058,1.1,45058,473.64,95.1
47005,16361,16489,-0.8,16489,394.14,41.8
47007,12792,12869,-0.6,12876,406.43,31.7
47009,124177,123010,0.9,123010,558.71,220.2
47011,101134,98963,2.2,98963,328.76,301
47013,40420,40716,-0.7,40716,480.19,84.8
47015,13811,13801,0.1,13801,265.64,52
47017,28390,28522,-0.5,28522,599.25,47.6
47019,57355,57424,-0.1,57424,341.2,168.3
47021,39271,39107,0.4,39105,302.44,129.3
47023,17171,17131,0.2,17131,285.74,60
47025,31736,32213,-1.5,32213,434.58,74.1
47027,7840,7861,-0.3,7861,236.54,33.2
47029,35571,35662,-0.3,35662,434.57,82.1
47031,53222,52796,0.8,52796,428.96,123.1
47033,14623,14584,0.3,14586,265.54,54.9
47035,57029,56053,1.7,56053,681.03,82.3
47037,648295,626684,3.4,626681,504.03,1243.3
47039,11673,11757,-0.7,11757,333.85,35.2
47041,18901,18723,1,18723,304.35,61.5
47043,50381,49666,1.4,49666,489.9,101.4
47045,38255,38337,-0.2,38335,512.33,74.8
47047,38659,38413,0.6,38413,704.79,54.5
47049,17940,17959,-0.1,17959,498.61,36
47051,40772,41052,-0.7,41052,554.54,74
47053,49626,49683,-0.1,49683,602.74,82.4
47055,29072,29485,-1.4,29485,610.93,48.3
47057,22706,22657,0.2,22657,280.6,80.7
47059,68819,68831,0,68831,622.17,110.6
47061,13650,13708,-0.4,13703,360.53,38
47063,62746,62544,0.3,62544,161.18,388
47065,345545,336465,2.7,336463,542.43,620.3
47067,6720,6819,-1.5,6819,222.34,30.7
47069,26533,27253,-2.6,27253,667.77,40.8
47071,25950,26026,-0.3,26026,577.32,45.1
47073,56587,56833,-0.4,56833,486.98,116.7
47075,18240,18787,-2.9,18787,533.11,35.2
47077,28023,27769,0.9,27769,520.07,53.4
47079,32341,32330,0,32330,562.1,57.5
47081,24170,24690,-2.1,24690,612.5,40.3
47083,8413,8426,-0.2,8426,200.29,42.1
47085,18275,18538,-1.4,18538,530.98,34.9
47087,11441,11638,-1.7,11638,308.32,37.7
47089,52191,51409,1.5,51407,274.08,187.6
47091,18095,18244,-0.8,18244,298.48,61.1
47093,441311,432229,2.1,432226,508.22,850.5
47095,7690,7832,-1.8,7832,165.78,47.2
47097,27718,27815,-0.3,27815,471.99,58.9
47099,42086,41869,0.5,41869,617.13,67.8
47101,11896,12161,-2.2,12161,282.09,43.1
47103,33503,33361,0.4,33361,570.34,58.5
47105,49793,48556,2.5,48556,229.22,211.8
47107,52416,52266,0.3,52266,430.13,121.5
47109,26180,26075,0.4,26075,562.86,46.3
47111,22498,22248,1.1,22248,307.14,72.4
47113,98656,98294,0.4,98294,557.12,176.4
47115,28291,28232,0.2,28237,498.16,56.7
47117,30883,30617,0.9,30617,375.46,81.5
47119,81990,80956,1.3,80956,613.14,132
47121,11698,11753,-0.5,11753,195.12,60.2
47123,45133,44519,1.4,44519,635.57,70
47125,184468,172341,7,172331,539.18,319.6
47127,6339,6362,-0.4,6362,129.22,49.2
47129,21931,21987,-0.3,21987,522.18,42.1
47131,31340,31807,-1.5,31807,544.73,58.4
47133,22190,22083,0.5,22083,433.48,50.9
47135,7860,7915,-0.7,7915,414.73,19.1
47137,5100,5077,0.5,5077,162.98,31.2
47139,16686,16825,-0.8,16825,434.68,38.7
47141,73229,72328,1.2,72321,401.1,180.3
47143,32247,31809,1.4,31809,315.38,100.9
47145,53469,54181,-1.3,54181,360.71,150.2
47147,66931,66283,1,66283,476.29,139.2
47149,274454,262604,4.5,262604,619.36,424
47151,22173,22228,-0.2,22228,532.3,41.8
47153,14423,14119,2.2,14112,265.86,53.1
47155,92512,89887,2.9,89889,592.5,151.7
47157,940764,927640,1.4,927644,763.17,1215.5
47159,19102,19166,-0.3,19166,314.29,61
47161,13297,13324,-0.2,13324,459.33,29
47163,156786,156823,0,156823,413.36,379.4
47165,166123,160645,3.4,160645,529.45,303.4
47167,61705,61081,1,61081,458.37,133.3
47169,7795,7870,-1,7870,114.19,68.9
47171,18235,18313,-0.4,18313,186.17,98.4
47173,19127,19109,0.1,19109,223.55,85.5
47175,5628,5548,1.4,5548,273.42,20.3
47177,39839,39839,0,39839,432.68,92.1
47179,125094,122979,1.7,122979,326.47,376.7
47181,16996,17021,-0.1,17021,734.1,23.2
47183,34793,35021,-0.7,35021,580.36,60.3
47185,26082,25834,1,25841,376.67,68.6
47187,192911,183180,5.3,183182,582.6,314.4
47189,118961,113990,4.4,113993,570.83,199.7
48000,26059203,25145561,3.6,25145561,261231.71,96.3
48001,58190,58458,-0.5,58458,1062.6,55
48003,16117,14786,9,14786,1500.71,9.9
48005,87597,86771,1,86771,797.78,108.8
48007,23818,23158,2.8,23158,252.07,91.9
48009,8735,9056,-3.5,9054,903.11,10
48011,1944,1901,2.3,1901,909.11,2.1
48013,46446,44911,3.4,44911,1219.54,36.8
48015,28618,28425,0.7,28417,646.51,44
48017,7130,7165,-0.5,7165,826.8,8.7
48019,20537,20485,0.3,20485,790.96,25.9
48021,74763,74169,0.8,74171,888.15,83.5
48023,3623,3726,-2.8,3726,867.48,4.3
48025,32527,31861,2.1,31861,880.24,36.2
48027,323037,310235,4.1,310235,1051.02,295.2
48029,1785704,1714777,4.1,1714773,1239.82,1383.1
48031,10655,10497,1.5,10497,709.25,14.8
48033,616,641,-3.9,641,897.44,0.7
48035,18125,18212,-0.5,18212,982.98,18.5
48037,93148,92565,0.6,92565,885.01,104.6
48039,324769,313154,3.7,313166,1357.7,230.7
48041,200665,194851,3,194851,585.45,332.8
48043,9316,9232,0.9,9232,6183.73,1.5
48045,1561,1637,-4.6,1637,900,1.8
48047,7161,7223,-0.9,7223,943.36,7.7
48049,37825,38106,-0.7,38106,944.43,40.3
48051,17291,17187,0.6,17187,659.03,26.1
48053,43448,42753,1.6,42750,994.26,43
48055,38734,38057,1.8,38066,545.26,69.8
48057,21609,21381,1.1,21381,506.84,42.2
48059,13517,13544,-0.2,13544,899.37,15.1
48061,415557,406220,2.3,406220,890.92,456
48063,12449,12401,0.4,12401,195.83,63.3
48065,6157,6182,-0.4,6182,920.22,6.7
48067,30166,30464,-1,30464,936.96,32.5
48069,8164,8062,1.3,8062,894.43,9
48071,36196,35096,3.1,35096,597.14,58.8
48073,51206,50845,0.7,50845,1052.91,48.3
48075,7029,7041,-0.2,7041,696.41,10.1
48077,10535,10752,-2,10752,1088.72,9.9
48079,3046,3127,-2.6,3127,775.15,4
48081,3231,3319,-2.7,3320,911.47,3.6
48083,8675,8895,-2.5,8895,1261.95,7
48085,834642,782351,6.7,782341,841.23,930
48087,3036,3057,-0.7,3057,918.44,3.3
48089,20696,20874,-0.9,20874,960.27,21.7
48091,114384,108472,5.5,108472,559.48,193.9
48093,13765,13974,-1.5,13974,937.75,14.9
48095,4010,4087,-1.9,4087,983.8,4.2
48097,38688,38437,0.7,38437,874.76,43.9
48099,77231,75402,2.4,75388,1052.07,71.7
48101,1486,1505,-1.3,1505,900.56,1.7
48103,4562,4375,4.3,4375,785.07,5.6
48105,3743,3719,0.6,3719,2807.33,1.3
48107,6126,6059,1.1,6059,900.2,6.7
48109,2290,2398,-4.5,2398,3812.8,0.6
48111,6996,6703,4.4,6703,1503.26,4.5
48113,2453843,2368139,3.6,2368139,871.28,2718
48115,13640,13833,-1.4,13833,900.31,15.4
48117,19360,19372,-0.1,19372,1496.87,12.9
48119,5329,5231,1.9,5231,256.83,20.4
48121,707304,662604,6.7,662614,878.43,754.3
48123,20465,20097,1.8,20097,908.98,22.1
48125,2323,2444,-5,2444,901.72,2.7
48127,10461,9996,4.7,9996,1328.88,7.5
48129,3598,3677,-2.1,3677,926.89,4
48131,11717,11784,-0.6,11782,1793.48,6.6
48133,18421,18583,-0.9,18583,926.49,20.1
48135,144325,137130,5.2,137130,897.69,152.8
48137,1968,2002,-1.7,2002,2117.86,0.9
48139,153969,149610,2.9,149610,935.49,159.9
48141,827398,800647,3.3,800647,1012.69,790.6
48143,39321,37890,3.8,37890,1083.07,35
48145,17610,17866,-1.4,17866,765.48,23.3
48147,33831,33915,-0.2,33915,890.84,38.1
48149,24695,24556,0.6,24554,950.01,25.8
48151,3844,3974,-3.3,3974,898.94,4.4
48153,6367,6446,-1.2,6446,992.14,6.5
48155,1307,1336,-2.2,1336,704.4,1.9
48157,627293,585385,7.2,585375,861.48,679.5
48159,10640,10605,0.3,10605,284.39,37.3
48161,19515,19814,-1.5,19816,877.74,22.6
48163,17702,17217,2.8,17217,1133.5,15.2
48165,18413,17526,5.1,17526,1502.38,11.7
48167,300484,291307,3.2,291309,378.36,769.9
48169,6412,6461,-0.8,6461,893.41,7.2
48171,25153,24837,1.3,24837,1058.21,23.5
48173,1259,1226,2.7,1226,900.22,1.4
48175,7351,7210,2,7210,852.01,8.5
48177,20045,19807,1.2,19807,1066.69,18.6
48179,22978,22535,2,22535,925.97,24.3
48181,121935,120877,0.9,120877,932.8,129.6
48183,122658,121728,0.8,121730,273.3,445.4
48185,26783,26569,0.8,26604,787.46,33.8
48187,139841,131537,6.3,131533,711.3,184.9
48189,36385,36273,0.3,36273,1004.68,36.1
48191,3293,3353,-1.8,3353,883.49,3.8
48193,8307,8517,-2.5,8517,835.91,10.2
48195,5521,5613,-1.6,5613,919.81,6.1
48197,4082,4139,-1.4,4139,695.11,6
48199,55190,54635,1,54635,890.57,61.3
48201,4253700,4092448,3.9,4092459,1703.48,2402.4
48203,67450,65632,2.8,65631,899.95,72.9
48205,6144,6062,1.4,6062,1462.03,4.1
48207,5901,5899,0,5899,903.13,6.5
48209,168990,157112,7.6,157107,677.98,231.7
48211,4080,3807,7.2,3807,906.29,4.2
48213,79094,78536,0.7,78532,873.75,89.9
48215,806552,774769,4.1,774769,1570.87,493.2
48217,35115,35089,0.1,35089,958.86,36.6
48219,23072,22935,0.6,22935,908.39,25.2
48221,52044,51182,1.7,51182,420.64,121.7
48223,35469,35161,0.9,35161,767.17,45.8
48225,23161,23732,-2.4,23732,1230.91,19.3
48227,35408,35012,1.1,35012,900.79,38.9
48229,3337,3476,-4,3476,4570.98,0.8
48231,87079,86129,1.1,86129,840.32,102.5
48233,21922,22150,-1,22150,887.42,25
48235,1573,1599,-1.6,1599,1051.56,1.5
48237,8983,9044,-0.7,9044,910.66,9.9
48239,14255,14075,1.3,14075,829.44,17
48241,35923,35710,0.6,35710,938.85,38
48243,2307,2342,-1.5,2342,2264.56,1
48245,251813,252273,-0.2,252273,876.3,287.9
48247,5249,5300,-1,5300,1136.14,4.7
48249,41754,40837,2.2,40838,864.97,47.2
48251,153441,150934,1.7,150934,724.69,208.3
48253,19973,20202,-1.1,20202,928.55,21.8
48255,15233,14824,2.8,14824,747.56,19.8
48257,106753,103346,3.3,103350,780.7,132.4
48259,35956,33410,7.6,33410,662.45,50.4
48261,431,416,3.6,416,1458.33,0.3
48263,839,808,3.8,808,902.51,0.9
48265,49786,49625,0.3,49625,1103.32,45
48267,4560,4607,-1,4607,1250.99,3.7
48269,276,286,-3.5,286,910.87,0.3
48271,3603,3598,0.1,3598,1360.06,2.6
48273,32025,32061,-0.1,32061,881.31,36.4
48275,3789,3719,1.9,3719,850.62,4.4
48277,49811,49789,0,49793,907.19,54.9
48279,14008,13977,0.2,13977,1016.18,13.8
48281,20107,19663,2.3,19677,712.84,27.6
48283,7109,6886,3.2,6886,1486.69,4.6
48285,19468,19263,1.1,19263,969.71,19.9
48287,16601,16612,-0.1,16612,629.02,26.4
48289,16803,16801,0,16801,1073.15,15.7
48291,76571,75643,1.2,75643,1158.42,65.3
48293,23585,23386,0.9,23384,905.29,25.8
48295,3480,3302,5.4,3302,932.18,3.5
48297,11664,11527,1.2,11531,1039.7,11.1
48299,19085,19301,-1.1,19301,934.03,20.7
48301,71,82,-13.4,82,668.93,0.1
48303,285760,278831,2.5,278831,895.6,311.3
48305,5783,5915,-2.2,5915,891.87,6.6
48307,8313,8283,0.4,8283,1065.6,7.8
48309,238707,234906,1.6,234906,1037.1,226.5
48311,726,707,2.7,707,1139.43,0.6
48313,13677,13667,0.1,13664,466.07,29.3
48315,10324,10536,-2,10546,380.88,27.7
48317,5017,4799,4.5,4799,914.94,5.2
48319,4003,4012,-0.2,4012,928.8,4.3
48321,36547,36702,-0.4,36702,1100.28,33.4
48323,55365,54258,2,54258,1279.26,42.4
48325,46765,46006,1.6,46006,1325.36,34.7
48327,2240,2242,-0.1,2242,902.03,2.5
48329,146645,136872,7.1,136872,900.3,152
48331,24157,24757,-2.4,24757,1016.93,24.3
48333,4828,4936,-2.2,4936,748.26,6.6
48335,9336,9403,-0.7,9403,911.09,10.3
48337,19565,19720,-0.8,19719,930.91,21.2
48339,485047,455761,6.4,455746,1041.74,437.5
48341,22313,21904,1.9,21904,899.69,24.3
48343,12787,12934,-1.1,12934,251.99,51.3
48345,1202,1210,-0.7,1210,989.56,1.2
48347,66034,64524,2.3,64524,946.54,68.2
48349,47979,47735,0.5,47735,1009.63,47.3
48351,14200,14445,-1.7,14445,933.68,15.5
48353,14924,15217,-1.9,15216,912,16.7
48355,347691,340223,2.2,340223,838.48,405.8
48357,10728,10223,4.9,10223,917.63,11.1
48359,2060,2052,0.4,2052,1500.53,1.4
48361,82977,81837,1.4,81837,333.67,245.3
48363,27856,28111,-0.9,28111,951.79,29.5
48365,24020,23796,0.9,23796,801.75,29.7
48367,119712,116927,2.4,116927,903.48,129.4
48369,10183,10269,-0.8,10269,880.78,11.7
48371,15619,15507,0.7,15507,4763.85,3.3
48373,45656,45413,0.5,45413,1057.09,43
48375,122335,121073,1,121073,908.37,133.3
48377,7525,7817,-3.7,7818,3855.24,2
48379,10943,10914,0.3,10914,229.45,47.6
48381,125082,120725,3.6,120725,911.54,132.4
48383,3475,3367,3.2,3367,1175.3,2.9
48385,3369,3309,1.8,3309,699.2,4.7
48387,12694,12864,-1.3,12860,1036.58,12.4
48389,13798,13783,0.1,13783,2635.38,5.2
48391,7259,7383,-1.7,7383,770.44,9.6
48393,854,929,-8.1,929,924.06,1
48395,16545,16622,-0.5,16622,855.68,19.4
48397,83021,78337,6,78337,127.04,616.7
48399,10449,10501,-0.5,10501,1050.95,10
48401,54026,53332,1.3,53330,924.03,57.7
48403,10433,10835,-3.7,10834,491.39,22
48405,8818,8864,-0.5,8865,530.66,16.7
48407,27126,26384,2.8,26384,569.24,46.3
48409,65600,64807,1.2,64804,693.45,93.5
48411,6002,6131,-2.1,6131,1135.3,5.4
48413,3264,3461,-5.7,3461,1310.63,2.6
48415,17126,16921,1.2,16921,905.44,18.7
48417,3356,3378,-0.7,3378,914.29,3.7
48419,26019,25448,2.2,25448,795.58,32
48421,3073,3034,1.3,3034,923.04,3.3
48423,214821,209714,2.4,209714,921.45,227.6
48425,8598,8490,1.3,8490,186.46,45.5
48427,61615,60968,1.1,60968,1223.18,49.8
48429,9464,9630,-1.7,9630,896.72,10.7
48431,1191,1143,4.2,1143,923.45,1.2
48433,1475,1490,-1,1490,916.31,1.6
48435,3950,4128,-4.3,4128,1453.93,2.8
48437,7891,7854,0.5,7854,890.16,8.8
48439,1880153,1809034,3.9,1809034,863.61,2094.7
48441,133473,131506,1.5,131506,915.55,143.6
48443,917,984,-6.8,984,2358.03,0.4
48445,12613,12651,-0.3,12651,888.84,14.2
48447,1601,1641,-2.4,1641,912.55,1.8
48449,32663,32334,1,32334,406.05,79.6
48451,113281,110224,2.8,110224,1521.97,72.4
48453,1095584,1024272,7,1024266,990.2,1034.4
48455,14309,14585,-1.9,14585,693.61,21
48457,21458,21766,-1.4,21766,924.5,23.5
48459,39995,39318,1.7,39309,582.95,67.4
48461,3283,3355,-2.1,3355,1241.32,2.7
48463,26752,26405,1.3,26405,1551.95,17
48465,48705,48879,-0.4,48879,3144.75,15.5
48467,52427,52582,-0.3,52579,842.56,62.4
48469,89269,86793,2.9,86793,882.14,98.4
48471,68408,67861,0.8,67861,784.17,86.5
48473,44357,43237,2.6,43205,513.43,84.1
48475,10879,10658,2.1,10658,835.6,12.8
48477,34093,33708,1.1,33718,603.95,55.8
48479,259172,250304,3.5,250304,3361.48,74.5
48481,41285,41280,0,41280,1086.15,38
48483,5626,5410,4,5410,914.52,5.9
48485,131559,131498,0,131500,627.78,209.5
48487,13258,13535,-2,13535,970.84,13.9
48489,22058,22134,-0.3,22134,590.55,37.5
48491,456232,422676,7.9,422679,1118.3,378
48493,44370,42910,3.4,42918,803.73,53.4
48495,7330,7110,3.1,7110,841.11,8.5
48497,60432,59127,2.2,59127,904.42,65.4
48499,42022,41961,0.1,41964,645.23,65
48501,8075,7879,2.5,7879,799.71,9.9
48503,18339,18550,-1.1,18550,914.47,20.3
48505,14290,14018,1.9,14018,998.41,14
48507,11961,11677,2.4,11677,1297.41,9
49000,2855287,2763885,3.3,2763885,82169.62,33.6
49001,6501,6629,-1.9,6629,2589.88,2.6
49003,50171,49975,0.4,49975,5745.55,8.7
49005,115520,112656,2.5,112656,1164.81,96.7
49007,21246,21403,-0.7,21403,1478.49,14.5
49009,1090,1061,2.7,1059,696.98,1.5
49011,315809,306479,3,306479,298.78,1025.8
49013,19244,18607,3.4,18607,3240.95,5.7
49015,10933,10976,-0.4,10976,4462.31,2.5
49017,5095,5172,-1.5,5172,5175.12,1
49019,9328,9225,1.1,9225,3671.54,2.5
49021,46750,46163,1.3,46163,3296.68,14
49023,10341,10246,0.9,10246,3392.28,3
49025,7221,7125,1.3,7125,3990.23,1.8
49027,12569,12503,0.5,12503,6572.43,1.9
49029,9821,9469,3.7,9469,609.2,15.5
49031,1524,1556,-2.1,1556,757.79,2.1
49033,2267,2264,0.1,2264,1028.78,2.2
49035,1063842,1029655,3.3,1029655,742.28,1387.1
49037,14965,14746,1.5,14746,7819.99,1.9
49039,27906,27822,0.3,27822,1590.15,17.5
49041,20784,20802,-0.1,20802,1910.58,10.9
49043,38003,36324,4.6,36324,1871.71,19.4
49045,59870,58218,2.8,58218,6941.35,8.4
49047,34524,32586,5.9,32588,4479.69,7.3
49049,540504,516564,4.6,516564,2003.45,257.8
49051,25273,23530,7.4,23530,1175.5,20
49053,144809,138115,4.8,138115,2426.36,56.9
49055,2737,2778,-1.5,2778,2460.68,1.1
49057,236640,231236,2.3,231236,576.08,401.4
50000,626011,625741,0,625741,9216.66,67.9
50001,36745,36820,-0.2,36821,766.33,48
